Sentence,Emotion
국내정치안했다고 세계에서 정치하는분을 까네,분노
그걸 왜 감싸고 있냐 이 메춴년아,분노
데브루잉부상일때 얼른1위각ㄱ,중립
"너무 안맞고, 여러가지 안좋은 모습에 실망도 하는데아직 그 사람이 너무 좋아서 헤어지지 못하고 있어요",슬픔
제 허벅지 어떻게 해야하죠..,공포
가족 운운하더니 가족내쫒고 새가족 맞아 희희덕거리는 모양 참 보기좋겠다,혐오
"국어공부나 더 하고 댓글 쳐달아라,",분노
"와.. 모두 생각만 했지, 막상 실천 못한 일을 하셨습니다. 감사합니다",행복
주연은 오타니. 제작배급 니혼햄. 극본은 누구요?,중립
당장내려와,분노
닥치고 애플이나 삼성이나 가격이나 내려라.,분노
또 리콜 새폰 몇번을 줄려구~~,혐오
힘들텐데 버텨줘서 그리고 우리한테 미안해 하지마요,행복
계속눈물이앞을가리네요..,슬픔
쓰레기는 소각장에,중립
왜 갑자기 개혁도 아닌 개편으로 전반적 건강보험료 올리려는 꼼수를 쓰나!,혐오
평년보다 7도 높다니 ㄷㄷㄷ,놀람
다른방송사와 똑같은거 방송편성할거면 걍드라마 방송해라...,중립
문콕은 진짜 상대방에 대한 배려가없는 수준떨어지는 행동임. 분명 옆에 차있는거 아는데도 지차 새차 아니라고 쿵쿵 여는 자기 생각만 하는 인간들.,혐오
거기서 썩어라ㅡ독일서 종신형 살아라ㅡ,분노
아 .. 나 어떡하지.,공포
참 주0아0 하나는 잘 털어요 연세 많으신 영감님 이라 욕도 못 하겠고 ㅉㅉㅉ,혐오
연말 개그 대상 후보에 박근혜도 넣어라,혐오
민주당은 김정은이 2중대.ㅋㅋㅋㅋㅋㅋㅋ,혐오
엥? 여기 네이버 뉴스맞냐?,공포
4시간 운전...쉬지 마라는거네.,분노
다시한번 SBS 연예대상 라디오DJ신인상 진심으로 축하드립니다..,행복
겨우 삼족가지고,혐오
고마해라 이제. 안믿는다,혐오
전국 시골 어르신들 다 끌어 모으겠죠 ㅋㅋㅋ,중립
조윤선 너무 이쁨..,행복
1호가 네파탁 이구나,중립
그 와중에 라면 맛있겠다...,슬픔
와 아직도 5강운운하네ㅋㅋㅋ,분노
무 적 엘 지 캐 넌 히 터 김 재 현 !,행복
인간아 무죄가 아니라고ㅋ 기사다시천천히 필독ㅋ,혐오
원자행 판례의 주인공이 조형기였다니 ㅋㅋ,놀람
얼마나 대통령이 주옥같았으면 저랬을까,혐오
헐. 우리 아가 이거 썻는데......!!!!,놀람
아주 못된것만 배우는 동물이네..,분노
더 늦기전에 시험관 시술하려고 하는데요..,공포
저런것들 죽여 버리고 싶을때가 한두번이 아니다.,분노
다른 누가 머라고 하여도...우리는 엘지트윈스의 영원한 팬입니다...,행복
참 잔인하다,분노
불안해 보이고 눈치를 보는 듯한 모습 ...,중립
그분과 아름다운 만남이 쭈우욱!~~~,행복
"국민을 바보천치로 아냐,",분노
내일 군화 휴가인데 ㅠ.ㅠ 과연 나올수있을련지요 ㅠㅠㅠㅠㅠㅠㅠㅠ,슬픔
난 단통법 좋던데? 악플다는 애들은 대부분 폰팔이 및 가족들인가???,혐오
하여간 여자들 지들보다 이쁘면 까내리기는ㅋㅋ,혐오
엄마미소ㅠㅜㅜㅜㅜㅜ,행복
페북보다가 기사봤는데 톡선에 있는얘기가 기사로 나온거냐,놀람
김연아가 일본에서 태어 났더라면 진짜 영웅 대접 받을 텐데 좉같은 한국에 태어나서 온갖 수모를 다 겪고 있지,중립
나라를 엉망으로 해놓고 잘못업다는 너희들은 극형으로 다스려야 한다,분노
이석기나 풀어줘라.,중립
어쩐지 올 여름 들어서 아직까지 모기한테 한 방도 안물림!!,행복
우리모두에게  진정한 도움이되는 셰프님 - 국민셰프님  입니다.,행복
저렇게 변명하는거 자체가,혐오
빙신색퀴,분노
진정성이 안느껴지는뎅!!!!,분노
이게다 허리케인박 때문이다,분노
샤오미 사고 싶은데 샤오미는 배터리 폭발 안하지?,공포
한국 검찰 못 믿으니 검찰에 제보안한듯...,혐오
이참에 화성산업 주식이나 사볼까?ㅎㅎ,행복
재미없는 박명수빠지고 엄현경빼고 갑시다,혐오
오바마 참 인간적인 대통령 이었다.,행복
뽕쟁이 주제에 은근슬쩍 넘어 갈라고 하네,혐오
방통위 ? 똥통위~~ 국민들을 위한다고.. .국민들을 개.돼지 취급하네... c8,분노
한국녀들이 이기사를 싫어합니다,혐오
댓글만쓰지말고 투표를해라,혐오
"우연적으로 파여진 흔적가지고 망상이 심한사람들보면 참 ,ㅋㅋ 개울가에 굴러다니는 돌도 잘찾아보슈 재미난 모양 많수다",행복
감잃지 말고 군대가기전까지 이렇게해야할텐데 ㅠㅠ,슬픔
한달만이라도 편하게 지내다가 가고 싶단말이야 ㅠㅠ0,슬픔
와 사이비 박사모들 비공난리네그래 아무리 설쳐도 거짓이 참은 못이긴다,혐오
자체테스트 합격제품만 공고후 판매하세요 40만원에 온라인으로 판매해도 품절됩니다,중립
흠.. 아 .. 흠이건 제고민이 아니라 친구고민입니다,공포
아직도 런닝맨 했었네.,놀람
역시 몸이 멀어 마음이 멀어졌나봐요,슬픔
구라청 .역시나 틀렀어,혐오
역시 재용찡의 시작인가,중립
이젠 욕도안나온다,혐오
축하드립니다. ㅋㅋ,행복
삼성이 무너지면 한국도 무너진다,공포
조원우 이사람 이종운보다 더한사람이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,놀람
뺑소니입니다.,분노
절 2번 한거야?,공포
박근혜 할망구는 하야해라,혐오
백수인데 다음주 월요일부터 이마트에 취직되어서 첫출근 하게 되었습니다 축하 해 주시고 격려 부탁드립니다^^,행복
너무 조용히하면 닥그네가 아무일도 없는줄 알까봐 걱정이된다...,공포
군대에 있는 남친이 생각나요...,슬픔
양주에만 더 올리던지 왜 소주를 ㅠㅠ,중립
이 미치 ㄴ 녀 ㄴ들에겐 개작두가답이다,분노
미국은 오래 걸리는걸...,슬픔
헤어진지 몇일 안됐습니다.,슬픔
오 그렇네 재밌었던 영화,행복
안티하나추가요.....,혐오
돈달라하는 종교는 벌써 종교가 아니다.,혐오
박근혜게이트라니까 진짜,혐오
오늘 라스 진짜 졸잼ㅋㄱㅋㅋㅋㄱㄱㄱ담주도 완전기대됨ㅋㄱㅋㄱㅋㄱㅋ,행복
이럴 시간에 폭탄 근황이나 파악해,혐오
형님~ 너무 멋있으십니다.,행복
그려서 소수기득권을 위한 중소 조선시대로 가자고??,놀람
최재원데리고와라!,분노
좀 초등학교보내기가 그러네요,공포
요리하시는 모습과 3대천왕에서 활동하시는 모습을 보면서 참 멋지신분이구나라는 생각을 하게 됩니다.,행복
도대체 얼마나 운동을 해야하는거?,슬픔
가만 안놔둔다.,분노
"다시는 영국 방문 하지 말아, 잔핑들",분노
개통자.요금납부자는 누구인가요? 확인했으면 밝혀주세요! 그럼 논란은 깨끗이 정리됨. 왜 않밝혀주시나요?,혐오
어디두고 보자.,분노
그 나물에 그 밥~,혐오
벙버우 장갑 어때?,중립
"특검,,, 확고한 의지가 엿보이네!!",행복
파는 곳 좀 알려주시면 감사하겠습니다0,행복
엄청고민이거든요..,공포
같은 여자로써 너무 멋지십니다.,행복
왜냐면 걔들은 광적이기때문에 무서워...,공포
규제할껀 규제해라!!!,분노
경유차 고등어 헷소리말고 중국을 족쳐라 정부야!!,분노
단두대를 단 두대만 설치해달라!!,혐오
IS가 비싸게 산답니다.,혐오
이명박근혜랑 똑같네~ ^ ^;,혐오
부작용일어나서디ㅈ ㅕ,혐오
연기 잘 하는 이유를 알겠음. 기사에 캐릭터 분석한 거 보는데 와 맞아맞아 이러면서 보게 됨,중립
13루가 아니라 23루 아님??,놀람
주변에 쏠쏠히 일동이랑 아이배넷먹는 맘들이 있어서 그런지 그래도 고민은 적게 했음.,행복
우리 철수형도 한번더 수고부탁드립니다..,중립
오늘부터 개누리는 신천지 박사모당이다,분노
노트르담도 멋있군요.,행복
다음달에 또 휴가나온다고 하더라구요.,놀람
이제 애플은 목소리인식을 내놓겟지,놀람
난 조인성의 영혼 없는 헛스윙 보면 한숨만 나오던대 ㅋ 언제 은퇴하려나,분노
폭팔갤럭시 보다는 문제는.없겠지이,공포
앞으로도 면접 직장 을구할때 제일 걱정입니다..,공포
아픈 곳이 어딘지 적을려면 끝도 없네요.,슬픔
엄살 떨지마라 ㅡ 큰맘 머코 외식하러 갔드니 시파 자리가 없드라,분노
홍체인식하다 펑하면. . .,공포
그냥 이대로 키워도 괜찮나요???,공포
새여친 생기면 진짜 전여친을 빠르게 잊어가는거같다,슬픔
비도 안왔는데 뭐가 막바지?,놀람
지능이 모자라서 섹스 먼저 하지,혐오
대작 논란도 간단한 문제다.,중립
와 이기사보닌깐 왜 눈물이 나노,슬픔
쥐도새도 모르게 섬으로 끌려갑니다!!!!!!!!!!!!!!,공포
민경훈의 음색에는 어떤 특별한 울림이 있어자꾸 듣고 싶어진다. 이번 나비잠 완전 개취,행복
우린 아마 다 죽을듯,공포
준청커플 존잘존예 ㄷㄷㄷㄷㄷ,놀람
남탓은 진짜 우리나라 사람들이 최고인것같다. 비교불가임.,중립
뭐가 히트인지 모르겠음 ㅡ.ㅡ..,놀람
만약에 재계약안해주면 어느 소속사에서 한번에 데려가지 않는이상 뿔뿔히 흩어지는거에요...,슬픔
중국은 이렇게 숨은 인재들이 많구만,행복
너무너무 좋다,행복
잘됐다. 얼마나 행복할까. 아기는 축복이다.,행복
한편으로는 탄핵안되면 어쩌나 걱정됨...,공포
태양이 가까워지고있다..,공포
예전에 소녀상 없앤다는 소문있어서 불안했는데 다행이네요..,행복
정부는 아무것도 하지 않을겁니다.,분노
생리통은 좀 나아졌는데...,슬픔
대통령직과 나라의 격을 너무 추락시킨 죄가 얼마나 큰지도 알았으면 좋겠다,중립
이세상 최고의 스케이터랍니다~!!,행복
저게 설대교수들 수준????헐,놀람
대통령이 내려오고 기회되면 입 열겠지..,혐오
그리고 감기는 님덕분에 다나았네요~,행복
30분 졸았네...ㅋㅋ,행복
야자하면서 학원다니기 너무 힘드네요.,슬픔
이번 여름은 가디건으로 가리고다녀야하나 ㅠㅠ,슬픔
ㅋㅋㅋ 그러길래 상생해서 제품 잘만들지 그렇게 손해보면서 뭘잘했다고 ㅉㅉ,혐오
개.독중에 이기적이지 않은 자를 보지 못했다.,혐오
많은 것을 느끼게 해주는 글이랍니다..,행복
갈아엎을라고준비한다,분노
아이는 키우고는 있지만 다른아이 케어나 강사 쪽으로 일해본 경험이 없어 살짝 두렵네요,공포
누군지 밝혀내서 짤라라 견찰청장님,분노
보톡스 후유증으로 머리 다 빠진 박양의 후일 모습.,중립
와 정말 무식해도 이렇세 무식한 정권이 있을까.,혐오
순실아. 지옥가자. . .,분노
한국도로에서 테스트하면 모든나라에서 다통함ㅎ,혐오
헤어져야하는건가요,슬픔
이나쁜년아 악마야,혐오
"서로 자폭하기, 조금이라도 덜 싫은사람 찍기, 싫어하는 사람 떨구기 위해 투표하기... 저들이랑 우리나라 선거 문화랑 비슷하네... ㅋ",혐오
아이들아 정말 미안하다,슬픔
고딩되면 이런것도못하잖아..,슬픔
넘넘 축하드리구영~,행복
닭년 영영 보지말자,혐오
어떡하면 좋을까요..말을해야하는지..,공포
여기가 범죄자 최후에 피난처가,중립
이야 대단하네 포켓몬고 가 철통같던 셧다운을풀어버리네,놀람
빈털털이가 되어서 돌아왔거든요..  그럼...,슬픔
저런 인간들이 후보라니...,분노
드디어 가을야구가 현실이되었구나!,중립
울아빠 울산현기차30년차.,행복
보증금 300도 있을까말까입니다.,공포
여기가 알바성지네..,놀람
이렇게 허무하게 시간을 보내야 하다니 ㅠㅠ,슬픔
댓글부대 알바비에 내 담뱃값 들어간건가?,분노
이런여자랑 결혼며칠안남아서 한탄한다 지친다ㅜ,슬픔
쎄게 나가네 ㄷㄷ,공포
한달동안 소환불응하는 피의자 이것은 있을 수 없는 전무후무한 특혜다 그것부터 밝혀라,중립
미국도 이제 나락의 길로... 미국의 리명박,혐오
스마트폰 찍는 건 너무나 당연한건데,놀람
중고등학교때까지 역사를 배웠는데 아직도 모르는 사실이 이렇게나 많구나....,놀람
한국도 이슬람및 아랍인들 귀화 받아들이면 절대않된다 .,혐오
와 진짜 이중성대단...,분노
편의점에서 무슨무슨일 하나요?,공포
기자는 제법이라는 단어를 제법 많이 쓰는 것 같다.,중립
대를 이어 개짓하고 똑같은세끼가 어디서 주딩이를 까발리고있어!!!!!!!!,혐오
하....오랜만에 들어왔는데 힘드네요...,슬픔
그런데 아무 답장이 없더라구요....,공포
닭근혜를 회 뜨고싶다,분노
전효성은 은근 연기 잘 한듯?,놀람
완전 잘 어울려요.,행복
니들이 공직자이기전에 먼저 인간이냐?,분노
잘했네요,행복
그거암? NC 투수진최고참이 33인데WBC 평균나이가 33넘어감,놀람
사진보면 저게176면 여자는190이고 트럼프는2미터냐?,중립
생일축하해요~~^^,행복
여기 뜨면 군생활 꼬인거라는데 사실인가요?0,놀람
네 마누라가 바람 피는건 네가 못나서 그런거다닥치고 내일 투표해라!!!,분노
오늘은 전원우 복덩어리 생일!!,행복
여러분들은 고용안정센타에서 문자로 **에 소개 되었다는 문자 받으면 어떻게 하나요?,공포
처음이라서 지금 완전 불안해 죽겠어요..,공포
어디서 불가능한 소리를...,분노
제가 지금 18살인데고등학생이랑 군인이 사귀는게 그렇게 문제인가요ㅠㅠ,공포
무슬림들 또 들어오겠너ㅣ,공포
염병 이 밀폐된곳에서 한해 마지막날은 보내야하다니...슬프네요,슬픔
나중에 한 100년뒤에 역사책에 우리 선조들은 전통적으로 외모지상주의를 고수해왔다 라고 써있을듯...,중립
노을이 덕분에 함틋 본다,행복
미국이 총기문화때문에 솔직히 무섭다.,공포
실제로 고관절 부상이전까지 윤길현이 78회는 잘막아줬지.,행복
백령도 미세먼지 800 이였었는데 언플오지구요^^,혐오
말 잘못 하면 죽음이랜다...,공포
헤어지던 그날 밤으로 돌아간거같아서 너무 힘들다...,슬픔
